"COUNTRY","Country","SEX","Sex","AGE","Age","SERIES","Series","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2010","2010",0.830323508745171,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2011","2011",0.809994633938375,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2012","2012",0.762873653315459,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2013","2013",0.737036707118168,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2014","2014",0.69930736507453,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2015","2015",0.817448774267344,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2016","2016",0.707710685482563,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2017","2017",0.739292478768253,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2018","2018",0.602119460500963,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2019","2019",0.559599489818266,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2020","2020",0.347518195528162,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2021","2021",0.376242945444772,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2001","2001",3.42904945683918,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2002","2002",3.47283796626096,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2003","2003",3.05602256589576,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2004","2004",2.92985247258233,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2005","2005",3.05116978387949,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2006","2006",3.00162290722416,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2007","2007",2.77952583287063,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2008","2008",2.40751908184659,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2009","2009",2.0424210110217,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2010","2010",1.76078855914329,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2011","2011",1.69177797393435,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2012","2012",1.57122199065697,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2013","2013",1.48476360222752,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2014","2014",1.3822317750533,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2015","2015",1.53676172440866,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2016","2016",1.47854468735448,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2017","2017",1.41371032275273,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2018","2018",1.2412518156609,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2019","2019",1.16290566082871,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2020","2020",0.904998375643941,,
"ZAF","South Africa","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2021","2021",0.91340398173192,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2000","2000",2.15569633877578,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2001","2001",1.76824322374329,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2002","2002",1.16995625301877,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2003","2003",1.62985193469075,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2004","2004",1.06204470417563,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2005","2005",1.26940794577357,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2006","2006",1.37895764416895,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2007","2007",1.71506260426345,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2008","2008",1.42607507160366,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2009","2009",0.847811631821753,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2010","2010",0.541422220396362,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2011","2011",0.824800196493641,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2012","2012",0.880218490173795,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2013","2013",0.731581906412281,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2014","2014",0.717901178180623,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2015","2015",0.9667121487836,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2016","2016",1.12691765571091,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2017","2017",1.24491375256425,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2018","2018",1.22049115318896,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2019","2019",1.21773742768055,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2020","2020",0.939963626773173,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2021","2021",0.806944091443388,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2000","2000",2.94122773560027,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2001","2001",2.65486203978767,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2002","2002",1.47133198257578,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2003","2003",2.06183888804452,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2004","2004",1.91169409312083,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2005","2005",1.62669930757106,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2006","2006",1.76523727105012,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2007","2007",2.04258320836169,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2008","2008",1.80645939193483,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2009","2009",1.49304622454497,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2010","2010",1.08787013691752,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2011","2011",1.25482765341027,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2012","2012",1.19165595031485,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2013","2013",0.950032148775479,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2014","2014",0.903810117462919,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2015","2015",1.15724366781084,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2016","2016",1.33656447111353,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2017","2017",1.48140753222876,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2018","2018",1.52311296604246,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2019","2019",1.4490079786377,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2020","2020",1.24929013778783,,
"EST","Estonia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2021","2021",1.15874102671325,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2000","2000",2.57735910199867,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2001","2001",2.35549047002482,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2002","2002",2.48137286635742,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2003","2003",2.15479162078312,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2004","2004",2.14259470919428,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2005","2005",2.07765427219477,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2006","2006",1.93607699026582,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2007","2007",1.75707741086647,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2008","2008",1.62393851530987,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2009","2009",1.28965433731693,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2010","2010",1.00352893448914,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2011","2011",0.85104403798495,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2012","2012",0.711715768205557,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2013","2013",0.711047256482533,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2014","2014",0.581942341504519,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2015","2015",0.572620668785984,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2016","2016",0.599273704875854,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2017","2017",0.531010163866417,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2018","2018",0.511505425266437,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2019","2019",0.48793371886121,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2020","2020",0.471651346260073,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2021","2021",0.454558130455394,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2000","2000",3.32007649477366,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2001","2001",2.95431891919688,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2002","2002",2.98268879021356,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2003","2003",2.75352403998951,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2004","2004",2.73977192966797,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2005","2005",2.60978715902325,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2006","2006",2.47167690732857,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2007","2007",2.19455125528743,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2008","2008",2.0563005254542,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2009","2009",1.71275389990146,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2010","2010",1.36347109898724,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2011","2011",1.14969694615431,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2012","2012",0.936842974683132,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2013","2013",0.909294287021661,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2014","2014",0.766858183519789,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2015","2015",0.80029978201974,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2016","2016",0.798905466708714,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2017","2017",0.702628301763125,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2018","2018",0.673316708229426,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2019","2019",0.618028938608241,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2020","2020",0.609975841219417,,
"RUS","Russian Federation","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2021","2021",0.606519084779954,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2000","2000",1.1944052563843,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2001","2001",0.884544266574751,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2002","2002",0.79824532704479,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2003","2003",0.772867403321639,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2004","2004",0.568580484027395,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2005","2005",0.504089489609248,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2006","2006",0.565674401395044,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2007","2007",0.657309496296363,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2008","2008",0.642097419398986,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2009","2009",0.443069011800253,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2010","2010",0.331719981938566,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2011","2011",0.351071726998037,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2012","2012",0.381932383316238,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2013","2013",0.517293260386615,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2014","2014",0.35342425685971,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2015","2015",0.306588295271854,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2016","2016",0.662658805492047,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2017","2017",0.727350846456918,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2018","2018",0.793504930830366,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2019","2019",0.752147944901039,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2020","2020",0.548874438527926,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2021","2021",0.578599697028474,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2000","2000",1.80232537594356,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2001","2001",1.37859844724294,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2002","2002",1.12105005323194,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2003","2003",1.24003359300173,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2004","2004",0.839662313343119,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2005","2005",0.646701213043293,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2006","2006",0.688936833978579,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2007","2007",0.786822631498158,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2008","2008",0.855249824745874,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2009","2009",0.821216254745434,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2010","2010",0.68843553694258,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2011","2011",0.610825299351335,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2012","2012",0.587840684796306,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2013","2013",0.633465873494739,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2014","2014",0.47484157714494,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2015","2015",0.409529680517436,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2016","2016",0.741670233342354,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2017","2017",0.807995592856969,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2018","2018",0.845608838494115,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2019","2019",0.857830113134535,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2020","2020",0.657736367295122,,
"LTU","Lithuania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2021","2021",0.649813742053859,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2000","2000",2.98179799844755,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2001","2001",2.88171495067583,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2002","2002",2.55560549440889,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2003","2003",2.14136439352304,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2004","2004",2.43378105448881,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2005","2005",2.1115838815133,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2006","2006",1.89387002913961,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2007","2007",1.67123802651741,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2008","2008",1.43320130657341,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2009","2009",1.32217248689388,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2010","2010",1.08863200992308,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2011","2011",1.02326547876331,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2012","2012",0.987523805542134,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2013","2013",0.972782698218765,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2014","2014",0.920513031515471,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2015","2015",1.15583283111852,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2016","2016",1.03762547574612,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2017","2017",1.03449002979428,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2018","2018",1.01212124016981,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2019","2019",1.00730637378122,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2020","2020",0.89383276324364,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2021","2021",0.545394630429605,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2000","2000",3.63462093150957,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2001","2001",3.4196800850573,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2002","2002",3.29155147240427,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2003","2003",2.69169453755285,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2004","2004",3.17542152248855,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2005","2005",2.62379172452012,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2006","2006",2.46919546968643,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2007","2007",2.1519358223099,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2008","2008",1.91882298023412,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2009","2009",1.82894968152231,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2010","2010",1.38961899276613,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2011","2011",1.37156422013609,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2012","2012",1.33668708385207,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2013","2013",1.31972772974877,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2014","2014",1.30387674009138,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2015","2015",1.52628172459627,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2016","2016",1.40804028321971,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2017","2017",1.34734594424378,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2018","2018",1.32199785200082,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2019","2019",1.34203894402429,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2020","2020",1.22901715752249,,
"ROU","Romania","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2021","2021",0.910896726252263,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2000","2000",1.60166631514805,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2001","2001",1.48721263483989,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2002","2002",1.93231437437929,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2003","2003",1.71320082981614,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2004","2004",1.87735016665569,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2005","2005",1.8503486799867,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2006","2006",1.87515669618954,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2007","2007",2.11199290603144,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2008","2008",1.35722037905014,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2009","2009",0.808809727827697,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2010","2010",0.569190107260717,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2011","2011",0.464849157922644,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2012","2012",0.494208414184553,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2013","2013",0.64187162027483,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2014","2014",0.516000430794292,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2015","2015",0.623095952480481,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2016","2016",0.654454086110711,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2017","2017",0.682555167948405,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2018","2018",0.592094406663792,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2019","2019",0.787502575517202,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2020","2020",0.489259852151733,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_E","Share of employment","A","Annual","2021","2021",0.527198646412665,,
"LVA","Latvia","MW","All persons","1519","15 to 19","PER_L","Share of labour force","A","Annual","2000","2000",2.0934074210528,,
