"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1548.21100917431,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1558.07268007787,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1541.72084130019,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1540.55279503106,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1529.55151515152,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1525.59341950646,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1532.99719887955,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1517.6886035313,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1507.39107883817,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1492.69890795632,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1462.00656096227,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1446.90246516613,,
"ISL","Iceland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1527.85230769231,,
"ISL","Iceland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1537.6810712112,,
"ISL","Iceland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1523.06451612903,,
"ISL","Iceland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1524.13309982487,,
"ISL","Iceland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1513.4358974359,,
"ISL","Iceland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1511.40166204986,,
"ISL","Iceland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1519.99470058294,,
"ISL","Iceland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1507.07676664972,,
"ISL","Iceland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1496.45607107601,,
"ISL","Iceland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1480.14822134387,,
"ISL","Iceland","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1446.23962655602,,
"ISL","Iceland","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1433.40955284553,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1600.8589353273,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1599.20619739862,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1602.68459814281,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1614.78319215381,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1625.16076712435,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1616.76189321138,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1643.27488330172,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1661.56927096266,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1681.22575996972,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1683.66902017952,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1600.16108504217,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1597.92042082639,,
"IRL","Ireland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1721,,
"IRL","Ireland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1737,,
"IRL","Ireland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1738,,
"IRL","Ireland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1743,,
"IRL","Ireland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1757,,
"IRL","Ireland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1771,,
"IRL","Ireland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1763,,
"IRL","Ireland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1775,,
"IRL","Ireland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1782,,
"IRL","Ireland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1771,,
"IRL","Ireland","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1746,,
"IRL","Ireland","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1775,,
"ITA","Italy","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1776.8,,
"ITA","Italy","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1772.6,,
"ITA","Italy","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1733.6,,
"ITA","Italy","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1719.1,,
"ITA","Italy","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1716.3,,
"ITA","Italy","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1717.5,,
"ITA","Italy","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1721.7,,
"ITA","Italy","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1719.2,,
"ITA","Italy","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1719.4,,
"ITA","Italy","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1710.2,,
"ITA","Italy","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1553.6,,
"ITA","Italy","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1668.5,,
"JPN","Japan","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1754,,
"JPN","Japan","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1747,,
"JPN","Japan","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1765,,
"JPN","Japan","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1746,,
"JPN","Japan","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1741,,
"JPN","Japan","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1724,,
"JPN","Japan","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1720,,
"JPN","Japan","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1706,,
"JPN","Japan","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1669,,
"JPN","Japan","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1621,,
"JPN","Japan","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1633,,
"JPN","Japan","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1732.9111403791,,
"JPN","Japan","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1728.18618129948,,
"JPN","Japan","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1745.08814928735,,
"JPN","Japan","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1733.59358107287,,
"JPN","Japan","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1729.33012288899,,
"JPN","Japan","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1719.29363508473,,
"JPN","Japan","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1713.54373605724,,
"JPN","Japan","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1708.580314583,,
"JPN","Japan","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1680.16706755507,,
"JPN","Japan","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1643.81852049291,,
"JPN","Japan","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1597.98137890323,,
"JPN","Japan","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1607,,
"KOR","Korea","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2119.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2097.6,,
"KOR","Korea","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2071.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2047.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2058,,
"KOR","Korea","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2032.8,,
"KOR","Korea","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1995.6,,
"KOR","Korea","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1966.8,,
"KOR","Korea","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1957.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1927.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1928,,
"KOR","Korea","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2163,,
"KOR","Korea","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2136,,
"KOR","Korea","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2119,,
"KOR","Korea","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2106,,
"KOR","Korea","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2076,,
"KOR","Korea","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2083,,
"KOR","Korea","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2068,,
"KOR","Korea","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2018,,
"KOR","Korea","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1993,,
"KOR","Korea","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1967,,
"KOR","Korea","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1908,,
"KOR","Korea","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1915,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1519.8214879172,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1519.52902121479,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1512.81423991901,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1503.71156178431,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1508.10155239327,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1516.32118430076,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1514.44933426484,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1506.16974046237,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1506.46571663769,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1504.61177451917,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1431.0396837546,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1391.73086576024,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1521,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1520,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1514,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1506,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1512,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1519,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1518,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1508,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1509,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1507,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1420,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1382,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2337,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2328.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2325.4,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2334.6,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2337.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2347.5,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2347.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2348.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2346.6,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,2335.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,2326,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,2328.3,,
"MEX","Mexico","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2150,,
"MEX","Mexico","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2121,,
"MEX","Mexico","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2120,,
"MEX","Mexico","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2136,,
"MEX","Mexico","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2134.05959674238,,
"MEX","Mexico","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2139.8933018532,,
"MEX","Mexico","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2145.88758683254,,
"MEX","Mexico","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2148.53849544537,,
"MEX","Mexico","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2149.40816249208,,
"MEX","Mexico","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,2138.88973353248,,
"MEX","Mexico","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,2123.53725184504,,
"MEX","Mexico","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,2127.80798709157,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1356.632553738,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1358.15515851693,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1348.14418918919,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1352.79590996431,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1362.25383022774,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1355.84360902256,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1365.71892255892,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1364.22783978989,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1363.94065092534,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1369.56903661127,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1337.95640085935,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1364.37249070632,,
"NLD","Netherlands","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1419.63344344458,,
"NLD","Netherlands","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1420.18023715415,,
"NLD","Netherlands","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1410.50978838972,,
"NLD","Netherlands","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1414.6989579755,,
"NLD","Netherlands","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1425.5953008596,,
"NLD","Netherlands","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1425.81357856494,,
"NLD","Netherlands","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1437.30940400313,,
"NLD","Netherlands","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1436.76564376979,,
"NLD","Netherlands","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1436.06016156463,,
"NLD","Netherlands","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1438.52012093411,,
"NLD","Netherlands","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1406.86703688181,,
"NLD","Netherlands","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1416.54266598044,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1741,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1735,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1723,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1750,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1756,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1750,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1742,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1760,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1776,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1774,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1727,,
"NZL","New Zealand","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1755,,
"NZL","New Zealand","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1746,,
"NZL","New Zealand","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1734,,
"NZL","New Zealand","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1756,,
"NZL","New Zealand","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1758,,
"NZL","New Zealand","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1753,,
"NZL","New Zealand","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1756,,
"NZL","New Zealand","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1759,,
"NZL","New Zealand","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1783,,
"NZL","New Zealand","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1739,,
"NZL","New Zealand","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1730,,
"NOR","Norway","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1429.8,,
"NOR","Norway","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1434.7,,
"NOR","Norway","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1431.1,,
"NOR","Norway","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1421.3,,
"NOR","Norway","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1424.1,,
"NOR","Norway","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1426.6,,
"NOR","Norway","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1430,,
"NOR","Norway","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1419.5,,
"NOR","Norway","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1419.2,,
"NOR","Norway","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1418.6,,
"NOR","Norway","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1410.7,,
"NOR","Norway","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1427.1,,
"POL","Poland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1741.11909662022,,
"POL","Poland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1734.20058813755,,
"POL","Poland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1725.85888828628,,
"POL","Poland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1721.32434228409,,
"POL","Poland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1726.44764482295,,
"POL","Poland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1733.11170838418,,
"POL","Poland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1733.61649435009,,
"POL","Poland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1717.54481668099,,
"POL","Poland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1696.86553670826,,
"POL","Poland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1691.84160750055,,
"POL","Poland","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1685.24906560123,,
"POL","Poland","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1725.28879755476,,
"POL","Poland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1828.97195709789,,
"POL","Poland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1824.3298592666,,
"POL","Poland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1819.68780545571,,
"POL","Poland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1816.43354096584,,
"POL","Poland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1822.29621732071,,
"POL","Poland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1829.15863821352,,
"POL","Poland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1831.36379757007,,
"POL","Poland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1811.61621665347,,
"POL","Poland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1787.32860357238,,
"POL","Poland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1782.62521918646,,
"POL","Poland","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1768.75639746518,,
"POL","Poland","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1830.23680735821,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1710.43342741605,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1688.21416739058,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1676.56340725661,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1689.0951715416,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1697.59072929647,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1696.65018832152,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1697.90306955148,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1690.19752930912,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1697.44862690842,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1698.80342495958,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1574.4852779917,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1620.56312871709,,
"PRT","Portugal","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1745.59501344182,,
"PRT","Portugal","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1724.36234118751,,
"PRT","Portugal","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1708.21794696756,,
